text,label
I do 15:1 and use a digital scale. It is definitely always in the grind.,brewing_methods
"Bean freshness. When I switched from supermarket coffee to recently roasted beans and grinding at home, I can not go back. But you also don't want beans roasted a few days ago, as the beans need to vent some excess CO2.",brewing_methods
Grind size. Sometimes I leave my grinder half a degree off and my coffee tastes very different. Most of the time if I change the grind the coffee tastes flat.,brewing_methods
"Water quality. If your area changed something in their piping, or your own tap collected deposits. Coffee is overwhelmingly made of water.",brewing_methods
"As a barista/coffee roaster I can confirm that water is precisely the reason. When I bring water from my cafe home to brew, it's identical.",brewing_methods
"Get a scale, the tbsp measurements are not great to try to figure out the ratio. Once you can do specific ratios with medium coarse grinds, then play with the grinding coarseness.",brewing_methods
"Measuring by volume with tablespoons can be pretty inconsistent, especially when going from very coarse dark Folgers to fresh-roasted beans that are freshly ground.",brewing_methods
"If you're using good, freshly roasted beans, get a v60 and learn to make a good pour over by hand. Learn to get a good bloom on it. Bloom is everything.",brewing_methods
For the Bunn VP-1 there is no temperature regulation of the water as it dispenses. The large filter holder and tiny shower head equate to an uneven distribution of water.,brewing_methods
Just filtered water usually does the trick. I don't believe that you need to have distilled water and add droplets of this and that.,brewing_methods
Coarse ground coffee in 1:5 ratio of water for 10-14 hours in the fridge for cold brew. Then filter out the grounds.,brewing_methods
Please forget tablespoons and also coffee scoops as a measurement unit. Use grams of coffee per grams of water. Tablespoons and scoops are far too imprecise.,brewing_methods
"Diner coffee is often a very watery ratio. It could be 20:1 or more, so the bitterness you are hitting could just be intensity.",brewing_methods
Have you tried a French press? Even Folger's tastes good in a press.,brewing_methods
I'm thinking about getting a Gaggia classic soon! But I'm trying to find a good deal on a used or refurbished machine. Is there anywhere I should be looking other than Amazon and Craigslist?,gear
"Gaggia is probably the best bang for your buck at that price point in North America. Also check out Facebook marketplace, I see Gaggias on there often.",gear
I'd say the Cafelat Robot is. More potential and more forgiving for beginners also.,gear
I think consistent pressure is the hardest part for beginners to wrap their heads around when it comes to manual machines.,gear
"I've been looking at feedback on the Robot for a while now and all I can say is that its very forgiving, you don't need to be finicky with the thing to get a great shot.",gear
"I can't compare to other machines since I've only ever used a Gaggia, but maintenance is pretty easy. The biggest downside is it has an aluminum boiler instead of a brass boiler, which can be damaged by brass descalers.",gear
My unsolicited advice is make sure you get a good enough grinder as well. I regret using a modded hack job grinder. I now have a Baratza Sette that I'm very happy with.,gear
"I can make passable milk drinks with a step less Virtuoso, but it's a real struggle to get consistent shots.",gear
Just remove the detent for limitless adjustment.,gear
"Yup, you have to hold the hopper while you grind or it can vibrate to a different setting. Not a big deal when you're grinding under 20 grams.",gear
+1 on the grinder recommendation. Just replaced my Gaggia MDF which died with a Sage Smart Pro and it's superb.,gear
Just for the Americans reading - Sage and Breville are the same - different branding between Europe and NA.,gear
I just got my Gaggia classic and Sette a month ago! Spent a lot of time researching and that combo definitely seemed to be the best for the cost!,gear
Others advice is great. Invest in a good grinder first if you can. Check Baratza's website. They have refurbs for a fair price and include a warranty.,gear
"Gaggia Classics are easy to maintain, easy to buy parts for and easy enough to learn to DIY fix.",gear
"Small tub of Cafiza or similar to backflush the system frequently. Also need a portafilter blanking disc. This keeps the grouphead free from coffee grounds. About $20, years worth of supplies.",gear
"A spare portafilter gasket. They usually wear out based on use, anywhere from six months to two years with just a coffee or two a day.",gear
Theyre also upgradable with PID to reduce the temperature surfing. PID crash course: it goes to the precise temperature and stops unlike thermostats that overshoot.,gear
"I just installed the Auber PID kit last week! Fun project, probably 5 hours in total.",gear
I got my machine off Craigslist. Found an Expobar Office Control Pulsar next to a Rocky at an estate sale. Got an extra 50 off for buying both. $400 total!!!,gear
"Still using the machine after 12 years, but have since upgraded the grinder to a refurbished Baratza Vario. Take care of it and it'll take care of you.",gear
"Doing it again, I'd look for the grinder first. Once I got a real espresso grinder, it didn't take long to dial in and it changed everything.",gear
"If you're looking to avoid maintenance, have you considered a manual machine like the Flair?",gear
I just recently got a Flair as my entry into making espresso at home. I think it is a great to start with as it has so many variables to tinker with.,gear
"The grinder is where I will need to upgrade as I have Breville Smart Grinder Pro (it was a gift, not my first choice, but I can live with it).",gear
"I can recommend the Gaggia CC, I have one and I love it. Just make sure you get a pre-2014 edition!",gear
"I went from a double boiler E61 machine to a manual one (Cafelat Robot). So far I'm really happy with the results. No more maintenance, and I can take it everywhere!",gear
I never used Gaggia but I used Rancilio Silvia for 2 years. Commercial grade machine with home ease feeling. Make sure the group head is clean with a toothbrush and your coffee will thank you.,gear
WholeLatteLove has Gaggia Classic refurbs. I bought one from them 8-9 years ago.,gear
The Classic is a great entry-level espresso machine. Make sure you budget for a grinder.,gear
Ebay. I got my Breville factory refurbished after using one of the 20% promo that was going on.,gear
"Happy Gaggia Classic owner here since 2005. Only repairs I've had to make were replacing a faucet assembly that developed a leak, and that was straightforward.",gear
Check out Breville's Bambino plus. Nice machine.,gear
The problem with the Breville machines is that there are no parts availability. So they are disposable after a few years.,gear
"Honestly, it's worth your while to start trying a stovetop espresso pot. Much less maintenance. Many less parts to break and it will be a good $40 to dip your toes into making your own espresso.",gear
"Quick mill by far, fun to maintain and hands down the best quality. They last a lifetime, a friend of mine has one approximately 25 years old previously owned by his parents.",gear
Check Facebook Marketplace. I've seen a few on there in the Dallas area from time to time.,gear
I still feel like I suck at this and need to devote more time to learning how to properly grind and tamp. Thinking about upgrading either to a Classic or Rancilio Silvia.,gear
I suggest a Crossland and Sette 270Wi to start your espresso journey.,gear
"Baratza Encore is $150, built like a tank. Paired with Bonavita 1900 for $80 it produces better coffee than 98% of what's available at coffee shops around here.",gear
I recently bought a Breville Barista Express after my Nespresso machine died. It feels like a good quality starter machine.,gear
I have a Bonavita coffee maker and a decent grinder. I use a Kona Blend medium roast during the week and Blue Horse 100% Peaberry Kona on weekends.,gear
"I've recently rediscovered the excitement of making good coffee. The most recent method I tried was Japanese Ice Drip, per James Hoffman's instructions.",good_coffee
When someone else wakes up before you and makes a fresh pot. All you have to do is grab a mug and pour.,good_coffee
"I just purchased a bag of coffee that was a light roast, tasting notes for the bag were 'floral and citrusy with a hint of cinnamon'.",good_coffee
"Good, freshly roasted coffee and good water! After that is brew method, technique etc.",good_coffee
If your tap water doesn't taste great then even just a common Britta style filter can make a massive improvement.,good_coffee
With the ice drip method I prefer light roast. It also tastes better after sitting in the fridge for a few days before drinking.,good_coffee
"Good coffee is kinda subjective. For me, good coffee is a light roast single origin that's perfectly extracted, subtly sweet and I should be able to pick out certain flavor profiles.",good_coffee
"Light roast is what I prefer. I prefer my coffee to be light and floral most of the time. There's just something so appealing to drinking coffee, trying to discern the different flavors.",good_coffee
"Key thing for home roasting is to let the beans rest sufficiently before brewing. That means minimum 3 days, but ideally 5-7 days. It makes all the difference in taste.",good_coffee
a good coffee is the one you like.,good_coffee
"I cannot understand the concepts of notes like floral, nutty, etc. When I drink coffee, it just tastes either bitter or acidic. I do know I prefer light roast over medium/dark.",good_coffee
"I mostly know what I like, light roast African single origins in a pour over that taste of berries and bright lemon.",good_coffee
"So much of tasting is comparative. When you taste two or more things side-by-side, your brain will be better able to key in on the differences.",good_coffee
Tasting notes are one of the funnest aspects of specialty coffee but also one of the hardest.,good_coffee
Natural/dry processed coffees tend to have more pronounced or obvious flavors. Natural processed Ethiopians are usually a good starting point for fruity coffees.,good_coffee
Tasting is an acquired skill that comes from practice. The more you practice tasting carefully the better you will get at identifying distinctions.,good_coffee
I think the notes have to be really really strong to come through with cream and sugar.,good_coffee
"When I have time, I started to brew multiple smaller cups to compare and contrast. Instead of one 20g cup, I would brew two 12g cups.",good_coffee
IMO the best way is comparing multiple cups side by side. Cupping is the easiest way to do 4 or 5 but even just buying two cups from your local shop and going between them can be super illuminating.,good_coffee
I recommend you find a local roaster and train yourself on freshly roasted coffee. The flavors are much more distinct when they are fresh.,good_coffee
"Good coffee, well prepared has lots of interesting flavors, but if you don't drink it black then it will likely be really hard to discern the flavors.",good_coffee
The coffee flavour wheel is the best resource. Start in the middle and work your way out. It takes time and it's much easier to do when it's black.,good_coffee
"Square Mile had a Chinese coffee from the Yunnan region. It tastes just like a dark chocolate and cherry gateau with a hint of cream. Absolutely gorgeous, the perfect level of sweetness and incredible depth of flavour.",good_coffee
I recently had a coffee from Yunnan and was extremely surprised by how complex the cup came out! Super excited to see how Chinese coffee progresses over the next couple of years.,good_coffee
I love Square Mile! Their Easter espresso blend was delicious. They don't seem to roast super light so it is always easy to extract and get a really nice and balanced flavour.,good_coffee
Ethiopian Yirgacheffe Gelena Abaya from both One Line Coffee and Cafe Briosso in Columbus. Every time I've come across this particular bean it has always been a blueberry muffin flavored pleasure for the palate.,good_coffee
Yirgacheffe is my favourite. I actually prefer them to most Gesha.,good_coffee
Their Kyoto tower cold brew is my favorite coffee in the world.,good_coffee
"A natural processed and fermented Sidamo at Supreme Roastworks. Incredible, unlike any other coffee I have ever tasted. Imagine the fruitiness of a superb natural Ethiopian coffee, and then turn it up to eleven or twelve.",good_coffee
"A washed Bolivian geisha and a natural anaerobic Ethiopian, both from the Coffee Collective in Denmark and another natural Ethiopian from Five Elephant in Berlin.",good_coffee
"I'll be honest... Disney World! We got breakfast at Kona Cafe and they bring out a French Press out to your table and I thought it tasted perfect. It was smooth, a little nutty and a little chocolaty.",good_coffee
"This may not be exactly the kind of answer you're looking for, but mine is cheap supermarket coffee. I had just gotten home from a pretty busy day, I brew myself a few cups, sat down on the couch to relax, took a sip, and ahh. At that moment, it tasted better than anything else.",good_coffee
"Heart Coffee Roasters natural Ethiopian (Portland), Sey Coffee washed Ethiopian (New York), The Coffee Collective washed Bolivian (Denmark).",good_coffee
"Any coffee my italian friend whips up. I don't know how he does it, but any coffee he makes is just fantastic and better than any shop could.",good_coffee
"Had an Ethiopian Yirgacheffe at Bold Bean in Jacksonville, FL that was brilliant. I did a few espresso with it that were mind altering, like I was drinking a bouquet of flowers.",good_coffee
"The best coffee I remember having was an ultra-dark roast I got as a christmas present. It had major dark chocolate flavour, like dark chocolate wrapped in silk.",good_coffee
"I believe it was single-origin, natural process, and I want to say it was Ecuadorian. I got a pourover at Duluth Coffee Company. It was incredible.",good_coffee
Panama Boquete Finca Lerida from S&W in 2015. It was buttery and nutty.,good_coffee
"I've had several seasonal blends from Sunergos Coffee in Louisville, KY that all easily rank at the top of my list. The best I had there had the most pronounced blueberry and apricot notes.",good_coffee
"Went on a trip to the Big Island, Hawaii. The best cup I had was Ka'u, another coffee region of the Big Island. It had major floral and fruit flavors despite the initial aroma being slightly tart.",good_coffee
"I had a Wush-Wush from Anthology in Detroit that just blew me away. It was explosive in terms of fruity/floral flavors, with that perfect velvety mouthfeel without being too heavy.",good_coffee
a kenya at glitch in tokyo. pretty much every cup i had at glitch was life-changing.,good_coffee
Ruby Kenya Gachatha AA on an Aeropress. It was crazy good. Very wine-like deep flavor while keeping just the right amount of brightness. I still dream of that coffee.,good_coffee
Silo in Berlin. Double espresso with a texture like thick syrup and a flavour I never experienced before.,good_coffee
Favourite Black: Bolivian La Linda by Monogram Roasters; it smelled and tasted like walking through the perfume section of an upmarket department store.,good_coffee
"Favourite from the Cupping Table: The coffee that won at the Colombian Cup of Excellence, by Diego Ramirez of Finca El Paraiso. So many crazy flavours including Passionfruit, jelly candy, Champagne and yoghurt.",good_coffee
"Climpsom and Sons blend The Baron, as brewed by Lever and Bloom in London. It's so mellow and balanced. It has chocolate and hazelnut tasting notes. I'm a sucker for chocolatey south american beans, and these are the best I've ever had!",good_coffee
Gardelli's Kenya was great. Such an aromatic and sweet coffee with balanced body and acidity. It was like a poem.,good_coffee
The first solid light roast coffee I had was probably the best. I had an Ethiopian from Counter Culture. I remember being absolutely blown away that coffee could taste like that.,good_coffee
"prepared at a restaurant in brooklyn, it's columbian single origin by sey coffee. was served with coconut milk and cinnamon. changed my life I swear.",good_coffee
"My brother used to mail my mother packages of Ceremony coffee once a month. The African light roasts were amazing, so fruity, almost tea like at times.",good_coffee
Panama Geisha as an espresso. Tasted like passionfruit!,good_coffee
Misty Valley from Gracenote Coffee Roasters. Nothing has come close to the amount of blueberry and chocolate. I still yearn for that cup.,good_coffee
At our hotel on the Costa Rican coast during our honeymoon. A very good cup made perfect by the setting. Time and place.,good_coffee
Man vs. Machine 2019 Finca Mierietsch Nicaragua Anaerobic Process. Was all the best parts of an Ethiopian blueberry bomb grafted onto a deeply South American body - like blueberry hot chocolate.,good_coffee
Onyx Coffee Roasters 2018 Hambela Buku Ethiopia Natural Process. Tasted like warm peach syrup.,good_coffee
"Back in 2004, I went to Chicago and had an El Salvador that was the most perfect cup I've ever had. I still remember the flavors and although some have come close, that one hit me as the best.",good_coffee
"I had a Wallenford Estate Blue Mountain as a straight espresso. Complex chocolate and nut with a long aftertaste and yet still bright, sweet with no bitterness.",good_coffee
"Black and White Luis Reinoso COE. A washed Bourbon/Gesha mix from Tolima, Colombia. Bursting with white flowers and crisp white/pale yellow fruits. Had quite a bit of sweetness too. So dreamy.",good_coffee
I used to be perfectly content with my shitty instant Folger. Then I found this sub and decided to try coffee from small roasters and noticed a much nicer experience immediately. If within a year I buy an espresso maker I'm holding all of you accountable. Bastards...,coffee_rants
"Once you get your espresso machine, just make sure you don't let it take over your life.",coffee_rants
I would suggest not going down the espresso rabbit hole.,coffee_rants
Comments like this saved me that trip. I was so close to getting my starter espresso machine when people kept mentioning how much work it is. I'm now very content with my v60 and don't plan to change.,coffee_rants
You'll end up making shit espresso and wasting half of your coffee dialing in your machine. Then you won't be able to enjoy any of your espresso because your grinder doesn't have a half step between 5 and 6.,coffee_rants
"Dejected and disgusted, you'll end up going back to a simple chemex or drip machine where you save an hour from your morning routine.",coffee_rants
I enjoy coffee more than coffee process. It's a peaceful state of mind.,coffee_rants
Using an espresso machine is therapeutic as shit. I just loved how manually it all was. But I found myself using it at 3pm mostly just to fidget with something mechanical as a reprieve from my very digital job.,coffee_rants
"Sure it's exaggerated, but I don't think people realize what they're getting into when they get an espresso machine. There are a lot of variables and there isn't a cheap way to learn.",coffee_rants
"Before I got into the game, I watched my older brother start with a Silvia/Rocky, go down the rabbit hole and after spending a lot of time and money on pricier machines, eventually return to the Silvia, declaring it good enough for him.",coffee_rants
I saw that the home espresso hobby is governed by a law of diminishing returns.,coffee_rants
Maybe honeymoon phase but I love making cappuccinos every day. Decent grinder and basic machine and there are no problems dialing in.,coffee_rants
Cries in coffee-grinder-that-cost-more-than-my-carbon-fiber-bike.,coffee_rants
I went deep but not too deep. I make espresso/latte every morning. It's really damn good without obsessing and my drinks are better than cafes around me.,coffee_rants
"I got the cheaper and simple flair pro 2 and I'm already obsessed with it, can't imagine how hooked I'd be if I got an expensive one.",coffee_rants
A year? No chance. I give you four months tops.,coffee_rants
Just don't go to r/espresso page.,coffee_rants
"A friendly word, avoid James Hoffman on YouTube. He will only make it worse.",coffee_rants
"I'm not even a coffee drinker much, but still subscribed to him. He's just entertaining and fun to watch.",coffee_rants
"The other day I spent a half hour watching him analyze data from his moka pot fitted with 5 sensors, forgetting about my moka pot on the stove and causing a small mess.",coffee_rants
Ya family and friends make fun of me now for being a coffee snob though I literally say nothing about their stuff.,coffee_rants
I have a Nespresso and a Mr Coffee machine at home. I don't even know why I'm here.,coffee_rants
This is up there in my list of I hate you all for this subs. Good coffee is a must now but wanting more keyboards makes my wallet tremble.,coffee_rants
Get ready for relatives to gift you extremely large amounts of really crappy coffee on holidays.,coffee_rants
I dont even drink coffee regularly. I came on here to find the best bean grinder for my boyfriend last year. I never left. I know so much more about a drink I barely consume.,coffee_rants
I got so wrapped up in it that eventually I burned out and just bought a Moccamaster and I'm now much happier. Almost zero effort for 90% returns vs all the setup and ritual of aeropress/chemex/V60.,coffee_rants
"5 years ago I bought a Ninja Coffee Maker and thought, oh wow, that tastes great! The next year I bought an Aeropress and a hand grinder. This year I just ordered a Lelit Elizabeth...",coffee_rants
"I had Covid and couldn't get my usual specialty coffee, had to drink the shitty one my boyfriend likes. I did NOT like the experience.",coffee_rants
"The difference, however, was stark. The journey had begun. There was no going back. And from then on I was ruined for shitty Folgers mudwater.",coffee_rants
It's just an infinitely complex and deep rabbit hole. It's also tremendously expensive as you venture further in.,coffee_rants
Do not buy an espresso machine for the love of god. It will consume you.,coffee_rants
"I remember when Folgers actually tasted good to me. Once you start trying better things, there's no turning back.",coffee_rants
welcome to the rabbit hole! enjoy the process of filter coffee and wait as long as you can before you get into espresso. it's incredibly expensive and a league of its own.,coffee_rants
Stay away from espresso my friend. A year ago I spent about $1000 on a complete entry espresso setup. Just sold it to some friends and dropped $2500 on a new machine and grinder...,coffee_rants
"It's never-ending, but so much fun. (except for my wallet)",coffee_rants
I don't want to go too far and then find myself hating coffee at gas stations and restaurants. What'll I drink then?,coffee_rants
"I'm more of a pourover/drip coffee person, but damn it's such a rabbit hole. Started with cheap hand grinder then buying Timemore C2, then going to various brewers: French Press, V60, Clever Dripper, now to Tricolate.",coffee_rants
"For me it all started with a friend brewing me a coffee in a v60. Five years later, here I am, buying specialty coffee, brewing with four different methods. Coffee is now my ritual.",coffee_rants
Welcome to the cult of coffee. One of us! One of us! One of us!,coffee_rants
"I also started with a clever and here I am, years later with many brewing devices, grinders, etc. I'm so, so sorry for what's about to come.",coffee_rants
Well I feel like a total failure. I have been trying to make a good pot of coffee at home for longer than I care to say and can't make a single one.,coffee_rants
Burned through countless bags of coffee. I feel like I should have at least accidentally made some good coffee by now.,coffee_rants
"You're using the kind of machine that makes mid burnt-ass diner coffee, but also getting WAY more in the weeds on water and grind than burnt-ass diner coffee does.",coffee_rants
"Just get a brick of Bustelo and fill the machine with tap water. Heck, put the Bustelo in a $40 Mr Coffee even.",coffee_rants
Lately it's been absolute shit. Switched brands with minor results. Measured down to the 10th of a gram for 16:1 ratio. It's all just bad.,coffee_rants
"are you sure that your coffee is objectively worse at home, or are you just enjoying it less? Maybe you are a lot more critical when making it yourself.",coffee_rants
Sorry for the rant but this is so frustrating. I've been measuring everything and buying fresh whole beans and it's the worst coffee I've ever had.,coffee_rants
"I know when I got an espresso machine, I spent months beating my head against the wall thinking I couldn't dial anything in. Then I realized the coffee shop was serving frankly bad and inconsistent coffee. But I still liked it because of the overall experience.",coffee_rants
Have you asked your favourite diner for their recipe? Most aren't overly protective. It's just coffee.,coffee_rants
"I had some ReAnimator whilst in Philadelphia a couple of years back. I don't know if it was because I associate it with a great time or because it was incredible, but I'll go with it being the best.",good_coffee
Ethiopia Guji Sasaba from Rising Star in Cleveland. Honorable mention for one of the best cups I've ever had.,good_coffee
"I wish I had a proper answer for best coffee questions. My coffee preference has moods. Sometimes I want all-around bold, sometimes I want fruity. I have no best ever coffee, for I like a lot of them for different reasons.",good_coffee
